#OTU ID,ConsensusLineage,S008801.Wisely,S008805.Wisely,S008807.Wisely,S008860.Wisely,S008861.Wisely,S008862.Wisely,S008863.Wisely,S008871.Wisely,S008872.Wisely,S008873.Wisely,S008881.Wisely,S008883.Wisely,S008884.Wisely,S008890.Wisely,S008891.Wisely,S008894.Wisely,S008899.Wisely,S009060.Wisely,S009062.Wisely,S009071.Wisely,S009073.Wisely,S009080.Wisely,S009081.Wisely,S009082.Wisely,S009083.Wisely,S009091.Wisely,S009093.Wisely,S009094.Wisely,S009971.Wisely,S009972.Wisely,S009973.Wisely,S009974.Wisely,S009976.Wisely,S009977.Wisely,S009978.Wisely,S009979.Wisely,S009982.Wisely,S009983.Wisely,S009984.Wisely,S009987.Wisely,S009988.Wisely,S009989.Wisely,S009990.Wisely,S009991.Wisely,S009992.Wisely,S009993.Wisely,S009995.Wisely,S009996.Wisely,S009998.Wisely,S009999.Wisely,S010000.Wisely,S010001.Wisely,S010005.Wisely,S010007.Wisely,S010008.Wisely,S010009.Wisely,S010010.Wisely,S010011.Wisely,S010015.Wisely,S010020.Wisely,S010021.Wisely,S010030.Wisely,S010036.Wisely,S010040.Wisely,S010041.Wisely,S010042.Wisely,S010045.Wisely,S010050.Wisely,S010051.Wisely,S010052.Wisely,S010056.Wisely,S010057.Wisely,S010060.Wisely,S010061.Wisely,S010066.Wisely,S010067.Wisely,S010070.Wisely,S010071.Wisely,S010075.Wisely,S010076.Wisely,S010077.Wisely,S010078.Wisely,S010079.Wisely,S010080.Wisely,S010081.Wisely,S010086.Wisely,S010087.Wisely,S010088.Wisely,S010089.Wisely,S010090.Wisely,S010091.Wisely,S010094.Wisely,S010095.Wisely,S010096.Wisely,S010097.Wisely,S010098.Wisely,S010099.Wisely
OTU14879,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Astragalus; s__,0,3987,69,470,215,355,327,325,25,138,8,66,1840,29,3625,0,410,421,48,1756,536,39,5389,170,0,531,4403,71,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,26712,0,0,0,1,0,0,781,2456,851,1,1797,3065,0,139,0,0,484,18,2,197,7527,105,619,583,2872,0,0,6653,238,4759,0,7191,500,155,0,2274,5819,1548,315,578,13,5625,6678,389,5494,7493,505,88,2653,2176,209,288,15
OTU181,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; s__,59,0,0,0,0,0,0,0,17,51,0,1,505,0,1,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,138,0,1,0,0,0,227,890,0,1,2302,0,0,223,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,121,0,0,0,14,1,0,25,0,0,0,0,144,201,0,0,1
OTU80767,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__Quercus; s__Quercus_polycarpa,124,0,2,100,9,0,0,425,55,184,0,13,13,577,0,0,19,0,4,206,0,0,0,307,1,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,16,0,0,299,33,435,0,0,84,4,0,6,18,0,1,11,130,0,1,0,42,3,0,64,82,65,0,9,1,75,79,6,132,4,75,15,0,282,0,64,736,0,89,3
OTU107130,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Commelinales; o__Commelinaceae; f__; g__Commelina; s__Commelina_erecta,28,0,0,0,1,0,0,0,26,0,0,0,0,0,0,0,102,15,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,22,0,0,42,0,0,0,3735,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,68,127,0,0,0,0,0,0,89,79,2,1,2,0,0,0,18,0,0,0
OTU45559,d__Viridiplantae; k__Streptophyta; p__asterids; c__Solanales; o__Solanaceae; f__Solanoideae; g__Scopolia; s__Scopolia_japonica,0,0,0,502,0,0,0,0,481,0,0,0,15,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,381,11,0,0,0,0,0,0,0,0,14,119,1565,0,0,33,0,1074,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU78221,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Caesalpinioideae; g__Chamaecrista; s__Chamaecrista_desvauxii,1,29,191,10,12,4,321,0,3,30,216,254,9,0,7,0,5,8,30,0,142,265,1,4,366,0,12,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,32,0,49,0,0,2,25,0,73,128,403,6,0,9,1,48,49,46,27,11,52,13,301,23,72,206,0,19,31,2,7,4,112,0,7,22,23,14,152,0,16,0,34,158,1
OTU83482,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__Quercus; s__Quercus_pubescens,40,0,1,29,9,0,0,282,24,229,0,19,33,450,0,0,13,0,1,158,1,0,0,141,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,27,10,37,0,0,45,115,97,0,0,50,6,0,15,29,0,4,16,57,0,8,0,62,1,0,546,90,43,0,4,0,118,3,6,67,3,145,21,0,225,0,91,614,0,90,5
OTU46850,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__Physaria; s__Physaria_fendleri,78,101,0,0,36,3,0,0,40,0,9,27,0,0,0,0,0,0,1,38,0,79,0,0,7,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298,8,0,103,139,0,12,109,0,204,226,0,6,35,571,0,0,84,7,0,14,2,0,12,0,24,258,0,618,7,0,1,20,0,12,0,77,2,219,1,123,1,0,15,0,23,1
OTU52261,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__Quercus; s__Quercus_alba,158,0,0,25,48,0,0,347,15,254,0,2,9,535,0,1,25,0,2,114,0,0,0,121,3,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,13,34,0,0,44,37,201,0,0,43,2,0,2,28,5,17,16,193,0,2,0,23,0,0,60,40,35,0,2,0,100,34,10,22,5,34,3,0,334,1,100,216,0,38,22
OTU92931,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malvales; o__Malvaceae; f__Malvoideae; g__Hibiscus; s__Hibiscus_calyphyllus,0,0,15,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,535,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU16029,d__Viridiplantae; k__Streptophyta; p__Gnetidae; c__Ephedrales; o__Ephedraceae; f__; g__Ephedra; s__Ephedra_trifurca,0,156,0,65,8,9,486,0,0,55,0,0,0,0,0,0,0,3,6,0,0,16,8,0,0,0,289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,36,635,0,147,0,1,1,0,21,0,136,0,3,214,0,41,33,0,2,0,0,3,473,0,0,1,0,0,5,0,0,0,196,0,140,4,0,2,4,35,0,0,0
OTU98641,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Trifolium; s__Trifolium_campestre,97,0,0,0,11,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,1582,0,0,0,0,20,0,0,0,0,65,0,0,31,0,0,0,0,0,0,0,0,0,0,55,575,0,0,0,0,0,0,0,0,0,78,1,0,0,32,111,0,4,0
OTU1595,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__; s__,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1435,0,0,0,0,0,0,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU650,d__Viridiplantae; k__Streptophyta; p__; c__Ranunculales; o__Papaveraceae; f__Eschscholzioideae; g__Eschscholzia; s__,0,261,12,0,0,151,0,0,0,0,0,0,0,0,0,0,0,0,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,0,0,25,0,0,0,0,0,0,0,692,0,0,0,3,0,42,0,0,0,0,0,0,0,0,0,0,143,0,560,0,35,0,0,0,2,50,0,289,9,0
OTU879,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Chenopodium; s__,0,0,0,0,0,8,0,35,0,0,3,0,0,0,653,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,227,0,64,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,18,0,8,0,0,0,0,38,132,0,0,0,0,0,0,0,863,106,0,0,0,6,0,0,0
OTU84646,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Cordiaceae; f__; g__Cordia; s__Cordia_trichotoma,0,15,214,38,0,33,123,0,34,13,0,0,0,0,0,0,0,0,156,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,117,0,1065,0,50,0,38,0,22,0,5,0,0,0,0,0,52,0,0,95,28,2,0,7,0,0,0,0,17,200,7,0,0,0,0,0,0,0,0,0,52,0,0,0,0
OTU12015,d__Viridiplantae; k__Streptophyta; p__asterids; c__Ericales; o__Polemoniaceae; f__; g__Gilia; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU42604,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Cordiaceae; f__; g__Cordia; s__Cordia_sagotii,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
OTU12636,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Prosopis; s__,1,0,1,0,0,0,793,0,0,0,0,28,0,0,0,5,0,0,4,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
OTU3556,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Polygonaceae; f__Polygonoideae; g__Persicaria; s__,0,0,0,0,0,0,0,33,5,241,0,0,0,95,0,0,18,330,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,46,0,0,0,0,282,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,10,0,0,0,2
OTU60927,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Mimosoideae; g__Vachellia; s__Vachellia_tortuosa,0,8,75,3,3,0,131,0,1,10,81,166,1,0,4,0,5,7,17,0,52,167,0,3,185,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,2,0,17,0,0,1,30,0,16,40,237,0,0,4,0,27,8,9,5,2,20,4,226,7,37,93,0,0,10,0,4,1,38,0,3,14,5,6,65,0,3,0,10,41,0
OTU94360,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Hymenachne; s__Hymenachne_aurita,0,0,0,0,0,0,0,403,45,315,0,5,0,607,0,0,4,201,3,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,105,96,0,0,0,0,0,0,8,22,0,0,0,0,2,0,0,0,0,0,26,23,0,0,0,0,0,0,50,0,3,0,0,0,0,0,0,0,0,0
OTU8807,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; s__,5,0,0,0,0,0,0,0,3,8,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,48,157,0,0,699,75,0,30,0,0,0,0,20,0,0,0,0,0,0,0,0,111,0,22,0,0,0,6,0,0,4,0,0,0,0,58,175,0,0,0
OTU409,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; s__,20,1,8,0,16,0,0,1,2,45,10,0,356,1,24,0,0,1,8,51,0,1,5,434,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,18,0,4,0,0,9,5,4,11,1,49,0,17,5,1,0,39,9,27,1,0,0,7,5,7,15,4,11,7,0,11,10,0,6,11,3,3,303,1,12,1,9,6,21
OTU3071,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__; s__,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,0,0,0,5,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,269,0,0,0,159,201,0,0,0,0,0,0,121,11,0,0,0,0,0,0,0,0,0,0,1,617,0,0,0,0,41,0,0,1,8,0,0,0,0,23,17,0,0,1
OTU81356,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fabales; o__Fabaceae; f__Papilionoideae; g__Desmodium; s__Desmodium_incanum,0,0,0,0,0,0,0,0,127,0,0,0,997,0,0,0,0,0,0,0,0,0,0,132,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,90,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,90,0,0,0,35,0,0,9,0
OTU69806,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Paspalum; s__Paspalum_notatum,1,0,0,10,0,0,0,0,18,5,0,0,58,0,0,11,4,9,0,36,0,1,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,400,0,0,0,0,0,0,234,4,1,0,0,108,14,13,0,72,0,0,0,1,0,0,0,14,0,0,41,0,3,0,7,0,0,11,62,0,0,0,0,0,0,6,7
OTU410,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Cichorioideae; g__; s__,0,0,0,0,0,2,0,0,0,0,12,11,0,0,0,0,0,0,0,1,0,0,24,0,0,0,0,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,23,0,0,0,253,0,0,0,0,8,23,3,0,0,13,0,0,0,0,0,0,0,0,0,0,29,0,65,18,10,35,0,0,0,33,0,0,6,0,0,1,0,0,6,2
OTU1410,d__Viridiplantae; k__Streptophyta; p__asterids; c__Solanales; o__Solanaceae; f__Solanoideae; g__Solanum; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,26,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,521,711,0,0
OTU70964,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Muhlenbergia; s__Muhlenbergia_porteri,0,0,0,162,0,0,0,0,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,845,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,283,0,0,0,0,0,0,0,0
OTU1710,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__; s__,0,0,12,0,0,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,0,1,0,180,0,0,0,0,0,0,0,0,0,0,272,0,2,0,12,0,0,0,0,0,0,0,0,0,0,49,0,12,0,0,0,0,53,0,358,0,0,0,0,0,0,54,2,0,0
OTU97703,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Chloridoideae; g__Scleropogon; s__Scleropogon_brevifolius,4,0,2,0,5,0,0,0,0,0,2,0,1,0,7,0,0,2,437,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,1,90,0,0,0,254,0,0,1,0,1,1,8,0,2,0,0,0,1,3,0,0,0,0,3,1,2,13,0,1,3,0,9,2,0,2,0,0,3,2,2,1,4,5,0,8
OTU8608,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__; s__,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,588,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU100514,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Oryzoideae; g__Luziola; s__Luziola_fluitans,0,0,0,6,0,0,0,7,0,0,0,0,136,80,18,40,0,0,3,1,0,0,0,18,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,158,0,0,65,0,39,0,0,0,50,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,82,0,0,0,12,0,2,0,30,0,0,14,0,0,12,215,0,43,6
OTU54921,d__Viridiplantae; k__Streptophyta; p__rosids; c__Malpighiales; o__Salicaceae; f__; g__Populus; s__Populus_tremula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0
OTU36557,d__Viridiplantae; k__Streptophyta; p__asterids; c__Apiales; o__Apiaceae; f__Mackinlayoideae; g__Centella; s__Centella_asiatica,0,0,0,0,15,0,0,424,0,8,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,307,0,0,0,8,210,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,33,3,0,0,6
OTU53663,d__Viridiplantae; k__Streptophyta; p__rosids; c__Sapindales; o__Anacardiaceae; f__; g__Rhus; s__Rhus_microphylla,0,0,0,0,0,0,16,0,10,22,0,0,0,0,0,0,0,0,0,0,0,5,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,151,0,0,0,0,0,0,0,0,0,0,0
OTU54107,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Pooideae; g__Avena; s__Avena_sativa,0,0,0,4,0,0,29,0,3,2,0,0,0,8,0,2,17,140,0,0,0,48,4,0,2,159,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,16,0,16,1,1,0,0,0,0,0,174,15,41,12,155,0,3,8,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,4,0,0
OTU592,d__Viridiplantae; k__Streptophyta; p__asterids; c__Asterales; o__Asteraceae; f__Asteroideae; g__Aster; s__,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,544,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU106629,d__Viridiplantae; k__Streptophyta; p__asterids; c__Boraginales; o__Boraginaceae; f__; g__Amsinckia; s__Amsinckia_tessellata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU103,d__Viridiplantae; k__Streptophyta; p__rosids; c__Brassicales; o__Brassicaceae; f__; g__; s__,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,973,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU3944,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pseudotsuga; s__,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU63,d__Viridiplantae; k__Streptophyta; p__rosids; c__Fagales; o__Fagaceae; f__; g__; s__,7,0,0,5,6,0,0,129,1,50,0,1,3,167,0,0,2,0,0,24,0,0,0,29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,0,0,3,7,26,0,0,3,1,0,0,11,1,0,8,11,0,1,0,17,0,0,18,12,11,0,0,0,16,0,0,11,1,25,1,0,139,0,22,174,0,3,3
OTU59434,d__Viridiplantae; k__Streptophyta; p__; c__Caryophyllales; o__Amaranthaceae; f__Chenopodioideae; g__Chenopodium; s__Chenopodium_leptophyllum,0,0,0,0,0,6,0,17,0,0,2,0,0,0,238,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,72,0,12,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,8,0,3,0,0,0,0,11,63,0,0,0,0,0,0,0,356,30,0,0,0,2,0,0,0
OTU4186,d__Viridiplantae; k__Streptophyta; p__Pinidae; c__Pinales; o__Pinaceae; f__; g__Pinus; s__,8,0,0,0,0,0,0,0,30,3,0,0,36,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,8,284,0,0,453,1,0,20,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,15,0,0,0,4,0,0,4,0,0,0,0,26,9,0,0,0
OTU16679,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__; s__,42,3,11,1,40,1,4,1,0,0,16,5,9,11,103,0,1,0,16,6,0,0,8,11,0,9,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,4,0,0,12,3,0,10,26,0,17,5,80,0,12,19,0,0,34,19,0,2,0,0,26,13,6,0,5,17,24,0,26,19,0,29,0,0,16,39,1,20,0,46,2,69
OTU2677,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__; s__,11,2,4,0,34,0,1,3,14,1,10,10,9,1,13,0,0,0,8,3,0,0,3,3,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,195,0,0,4,3,0,3,4,0,7,1,36,0,2,4,0,4,25,9,0,2,11,0,9,2,10,1,8,5,77,0,7,9,1,12,1,0,1,16,1,8,0,248,0,28
OTU1439,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__; s__,18,0,7,1,22,1,2,0,0,1,12,0,22,1,21,0,0,1,6,4,0,1,3,20,4,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,7,1,0,6,9,0,8,4,54,1,36,5,0,0,333,14,0,2,0,2,11,3,4,0,8,11,11,0,59,9,0,7,2,0,3,31,2,6,0,21,1,39
OTU55764,d__Viridiplantae; k__Streptophyta; p__commelinids; c__Poales; o__Poaceae; f__Panicoideae; g__Urochloa; s__Urochloa_oblita,29,1,30,0,29,0,5,27,0,1,31,2,11,15,69,0,0,0,15,6,0,1,17,11,0,3,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,9,1,0,10,12,0,37,2,64,0,9,11,0,0,27,22,0,5,0,1,42,6,16,6,10,8,18,1,22,17,0,21,0,3,21,65,3,14,0,33,6,29
